character_name,traits,category
Bruce McGill,"['is_male', 'is_actor']",Acting
Frank Grillo,"['is_male', 'is_actor']",Acting
Heather Graham,"['is_female', 'is_actor']",Acting
Leslie Bibb,"['is_female', 'is_actor']",Acting
Cloe Barretto,"['is_female', 'is_actor']",Acting
Dermot Mulroney,"['is_male', 'is_actor']",Acting
Amanda Schull,"['is_female', 'is_actor']",Acting
Theo James,"['is_male', 'is_actor']",Acting
Cemre Baysel,"['is_female', 'is_actor']",Acting
Wentworth Miller,"['is_male', 'is_actor']",Acting
Jennifer Ehle,"['is_female', 'is_actor']",Acting
Hugo Weaving,"['is_male', 'is_actor']",Acting
Gwendoline Christie,"['is_female', 'is_actor']",Acting
Imogen Poots,"['is_female', 'is_actor']",Acting
Tom Wlaschiha,"['is_male', 'is_actor']",Acting
Shohreh Aghdashloo,"['is_female', 'is_actor']",Acting
Sherilyn Fenn,"['is_female', 'is_actor']",Acting
Arnold Schwarzenegger,"['is_male', 'is_actor']",Acting
Gary Lewis,"['is_male', 'is_actor']",Acting
Tricia Helfer,"['is_female', 'is_actor']",Acting
Rebecca De Mornay,"['is_female', 'is_actor']",Acting
Elizabeth McGovern,"['is_female', 'is_actor']",Acting
Melissa Benoist,"['is_female', 'is_actor']",Acting
Daniel Kaluuya,"['is_male', 'is_actor']",Acting
Ben Whishaw,"['is_male', 'is_actor']",Acting
Demi Moore,"['is_female', 'is_actor']",Acting
Zazie Beetz,"['is_female', 'is_actor']",Acting
Alan Arkin,"['is_male', 'is_actor']",Acting
Mark Ruffalo,"['is_male', 'is_actor']",Acting
Ruby Rose,['is_actor'],Acting
Jamie Lee Curtis,"['is_female', 'is_actor']",Acting
Krysten Ritter,"['is_female', 'is_actor']",Acting
Roy Scheider,"['is_male', 'is_actor']",Acting
April Bowlby,"['is_female', 'is_actor']",Acting
Haley Joel Osment,"['is_male', 'is_actor']",Acting
Aidan Gillen,"['is_male', 'is_actor']",Acting
Rowan Atkinson,"['is_male', 'is_actor']",Acting
Apo Nattawin Wattanagitiphat,"['is_male', 'is_actor']",Acting
Taron Egerton,"['is_male', 'is_actor']",Acting
Eddie Murphy,"['is_male', 'is_actor']",Acting
Abigail Cowen,"['is_female', 'is_actor']",Acting
Jamie Chung,"['is_female', 'is_actor']",Acting
Anthony Mackie,"['is_male', 'is_actor']",Acting
Nathan Fillion,"['is_male', 'is_actor']",Acting
Cansu Dere,"['is_female', 'is_actor']",Acting
Jonathan Pryce,"['is_male', 'is_actor']",Acting
Patrick Wilson,"['is_male', 'is_actor']",Acting
Jason Clarke,"['is_male', 'is_actor']",Acting
Jennifer Aniston,"['is_female', 'is_actor']",Acting
Élodie Yung,"['is_female', 'is_actor']",Acting
Alexander Dreymon,"['is_male', 'is_actor']",Acting
Danny DeVito,"['is_male', 'is_actor']",Acting
Martyn Ford,"['is_male', 'is_actor']",Acting
Zac Efron,"['is_male', 'is_actor']",Acting
Salma Hayek,"['is_female', 'is_actor']",Acting
Lance Henriksen,"['is_male', 'is_actor']",Acting
Isabelle Fuhrman,"['is_female', 'is_actor']",Acting
James Brolin,"['is_male', 'is_actor']",Acting
Santa Pongsapak Oudompoch,"['is_male', 'is_actor']",Acting
Noah Jupe,"['is_male', 'is_actor']",Acting
Josh Holloway,"['is_male', 'is_actor']",Acting
Vincent D'Onofrio,"['is_male', 'is_actor']",Acting
Anna Popplewell,"['is_female', 'is_actor']",Acting
Denise Richards,"['is_female', 'is_actor']",Acting
Famke Janssen,"['is_female', 'is_actor']",Acting
Ted Levine,"['is_male', 'is_actor']",Acting
So-Min Jung,"['is_female', 'is_actor']",Acting
Ji Eun-seo,"['is_female', 'is_actor']",Acting
Natalie Martinez,"['is_female', 'is_actor']",Acting
Raegan Revord,"['is_female', 'is_actor']",Acting
Ed Lauter,"['is_male', 'is_actor']",Acting
Finn Cole,"['is_male', 'is_actor']",Acting
Angela Sarafyan,"['is_female', 'is_actor']",Acting
Peter Stormare,"['is_male', 'is_actor']",Acting
Ralph Fiennes,"['is_male', 'is_actor']",Acting
Athena Karkanis,"['is_female', 'is_actor']",Acting
Shemar Moore,"['is_male', 'is_actor']",Acting
Dominic Cooper,"['is_male', 'is_actor']",Acting
Kit Harington,"['is_male', 'is_actor']",Acting
Doug Jones,"['is_male', 'is_actor']",Acting
Lucy Liu,"['is_female', 'is_actor']",Acting
Anthony Hopkins,"['is_male', 'is_actor']",Acting
Tinto Brass,"['is_male', 'is_director']",Directing
Julia Stiles,"['is_female', 'is_actor']",Acting
Beverly D'Angelo,"['is_female', 'is_actor']",Acting
Danny Trejo,"['is_male', 'is_actor']",Acting
Janet Leigh,"['is_female', 'is_actor']",Acting
Alexandra Breckenridge,"['is_female', 'is_actor']",Acting
Awkwafina,"['is_female', 'is_actor']",Acting
Olivia Wilde,"['is_female', 'is_actor']",Acting
Xochitl Gomez,"['is_female', 'is_actor']",Acting
Robin Williams,"['is_male', 'is_actor']",Acting
Jack Quaid,"['is_male', 'is_actor']",Acting
Cara Gonzales,"['is_female', 'is_actor']",Acting
Jesse Eisenberg,"['is_male', 'is_actor']",Acting
Shu Qi,"['is_female', 'is_actor']",Acting
Jaeden Martell,"['is_male', 'is_actor']",Acting
Louis Da Pron,['is_actor'],Acting
Elizabeth Lail,"['is_female', 'is_actor']",Acting
Michelle Rodriguez,"['is_female', 'is_actor']",Acting
Ralph Macchio,"['is_male', 'is_actor']",Acting
Italia Ricci,"['is_female', 'is_actor']",Acting
Lance Reddick,"['is_male', 'is_actor']",Acting
Post Malone,"['is_male', 'is_actor']",Acting
Cha Eun-woo,"['is_male', 'is_actor']",Acting
Michael Fassbender,"['is_male', 'is_actor']",Acting
Stockard Channing,"['is_female', 'is_actor']",Acting
Rowoon,"['is_male', 'is_actor']",Acting
Lucrezia Guidone,"['is_female', 'is_actor']",Acting
Evangeline Lilly,"['is_female', 'is_actor']",Acting
Melissa Roxburgh,"['is_female', 'is_actor']",Acting
Zoey Deutch,"['is_female', 'is_actor']",Acting
Shannon Tweed,"['is_female', 'is_actor']",Acting
Dylan Sprouse,"['is_male', 'is_actor']",Acting
Kirsten Dunst,"['is_female', 'is_actor']",Acting
Halston Sage,"['is_female', 'is_actor']",Acting
Maya Hawke,"['is_female', 'is_actor']",Acting
Jeff Bridges,"['is_male', 'is_actor']",Acting
Ella Purnell,"['is_female', 'is_actor']",Acting
Guillermo del Toro,"['is_male', 'is_director']",Directing
Dove Cameron,"['is_female', 'is_actor']",Acting
Lynn Collins,"['is_female', 'is_actor']",Acting
Kristen Bell,"['is_female', 'is_actor']",Acting
Jared Sandler,"['is_male', 'is_actor']",Acting
Heath Ledger,"['is_male', 'is_actor']",Acting
Rob Schneider,"['is_male', 'is_actor']",Acting
Makoto Shinkai,"['is_male', 'is_director']",Directing
Judy Greer,"['is_female', 'is_actor']",Acting
Kari Wuhrer,"['is_female', 'is_actor']",Acting
Ray Liotta,"['is_male', 'is_actor']",Acting
Susan Radder,"['is_female', 'is_actor']",Acting
Gabriel Macht,"['is_male', 'is_actor']",Acting
Serena Grandi,"['is_female', 'is_actor']",Acting
Simon Pegg,"['is_male', 'is_actor']",Acting
John Rhys-Davies,"['is_male', 'is_actor']",Acting
Jun Ji-hyun,"['is_female', 'is_actor']",Acting
Skeet Ulrich,"['is_male', 'is_actor']",Acting
Dylan O'Brien,"['is_male', 'is_actor']",Acting
Mackenzie Foy,"['is_female', 'is_actor']",Acting
Pete Davidson,"['is_male', 'is_actor']",Acting
Dan Stevens,"['is_male', 'is_actor']",Acting
Kim Ji-ah,"['is_female', 'is_actor']",Acting
Hera Hilmar,"['is_female', 'is_actor']",Acting
Evgeniya Gromova,"['is_female', 'is_actor']",Acting
Brian Tyree Henry,"['is_male', 'is_actor']",Acting
Anna Gunn,"['is_female', 'is_actor']",Acting
Chung Seo-kyung,"['is_female', 'is_writer']",Writing
Matthew Modine,"['is_male', 'is_actor']",Acting
David Midthunder,"['is_male', 'is_actor']",Acting
Jeremy Irons,"['is_male', 'is_actor']",Acting
Marcia Gay Harden,"['is_female', 'is_actor']",Acting
Christopher Walken,"['is_male', 'is_actor']",Acting
Melanie Zanetti,"['is_female', 'is_actor']",Acting
Claire Foy,"['is_female', 'is_actor']",Acting
Anne Archer,"['is_female', 'is_actor']",Acting
Charles Bronson,"['is_male', 'is_actor']",Acting
Brian Cox,"['is_male', 'is_actor']",Acting
Jacob Tremblay,"['is_male', 'is_actor']",Acting
Sarah Paulson,"['is_female', 'is_actor']",Acting
Madison Pettis,"['is_female', 'is_actor']",Acting
Ciarán Hinds,"['is_male', 'is_actor']",Acting
Matthew Fox,"['is_male', 'is_actor']",Acting
Paige Spara,"['is_female', 'is_actor']",Acting
Teresa Ruiz,"['is_female', 'is_actor']",Acting
Courtney Henggeler,"['is_female', 'is_actor']",Acting
Jessica Chastain,"['is_female', 'is_actor']",Acting
Charlie Chaplin,"['is_male', 'is_actor']",Acting
Baek Se-ri,"['is_female', 'is_actor']",Acting
Mark Strong,"['is_male', 'is_actor']",Acting
Naomi Scott,"['is_female', 'is_actor']",Acting
Kelly Macdonald,"['is_female', 'is_actor']",Acting
Matt Bomer,"['is_male', 'is_actor']",Acting
Noel Gugliemi,"['is_male', 'is_actor']",Acting
Cara Buono,"['is_female', 'is_actor']",Acting
Emmanuelle Béart,"['is_female', 'is_actor']",Acting
Tess Haubrich,"['is_female', 'is_actor']",Acting
Lisa Emery,"['is_female', 'is_actor']",Acting
Yeo Jin-goo,"['is_male', 'is_actor']",Acting
Grace Van Dien,"['is_female', 'is_actor']",Acting
Dan Byrd,"['is_male', 'is_actor']",Acting
Mina El Hammani,"['is_female', 'is_actor']",Acting
Daisy Ridley,"['is_female', 'is_actor']",Acting
Amybeth McNulty,"['is_female', 'is_actor']",Acting
Ariel Winter,"['is_female', 'is_actor']",Acting
Courteney Cox,"['is_female', 'is_actor']",Acting
Gina Gershon,"['is_female', 'is_actor']",Acting
Kim Tae-ri,"['is_female', 'is_actor']",Acting
Katie Holmes,"['is_female', 'is_actor']",Acting
Lee Jung-jae,"['is_male', 'is_actor']",Acting
Ali Larter,"['is_female', 'is_actor']",Acting
Scott Porter,"['is_male', 'is_actor']",Acting
Omri Katz,"['is_male', 'is_actor']",Acting
Anna Chlumsky,"['is_female', 'is_actor']",Acting
Zach Galifianakis,"['is_male', 'is_actor']",Acting
Shannon Whirry,"['is_female', 'is_actor']",Acting
Michael Cera,"['is_male', 'is_actor']",Acting
Ignacio López Tarso,"['is_male', 'is_actor']",Acting
Nicola Walker,"['is_female', 'is_actor']",Acting
Justin Long,"['is_male', 'is_actor']",Acting
Alicia Silverstone,"['is_female', 'is_actor']",Acting
Sophie Turner,"['is_female', 'is_actor']",Acting
Leonardo DiCaprio,"['is_male', 'is_actor']",Acting
Tim Robbins,"['is_male', 'is_actor']",Acting
Sean Young,"['is_female', 'is_actor']",Acting
Chad Michael Murray,"['is_male', 'is_actor']",Acting
Jacob Elordi,"['is_male', 'is_actor']",Acting
Garret Dillahunt,"['is_male', 'is_actor']",Acting
Taylor Kitsch,"['is_male', 'is_actor']",Acting
Lee Jong-suk,"['is_male', 'is_actor']",Acting
Laura Linney,"['is_female', 'is_actor']",Acting
Lee Sul-ah-I,"['is_female', 'is_actor']",Acting
Joseph Mawle,"['is_male', 'is_actor']",Acting
Angelina Jolie,"['is_female', 'is_actor']",Acting
Brendan Gleeson,"['is_male', 'is_actor']",Acting
Barry Corbin,"['is_male', 'is_actor']",Acting
Kim Si-a,"['is_female', 'is_actor']",Acting
Tom Berenger,"['is_male', 'is_actor']",Acting
Stephen Graham,"['is_male', 'is_actor']",Acting
Jesse Plemons,"['is_male', 'is_actor']",Acting
Robert Forster,"['is_male', 'is_actor']",Acting
Úrsula Corberó,"['is_female', 'is_actor']",Acting
Kevin Durand,"['is_male', 'is_actor']",Acting
Robert Zemeckis,"['is_male', 'is_director']",Directing
Michael Clarke Duncan,"['is_male', 'is_actor']",Acting
Gemma Chan,"['is_female', 'is_actor']",Acting
Gary Busey,"['is_male', 'is_actor']",Acting
Kim Sun-young,"['is_female', 'is_actor']",Acting
Abigail Breslin,"['is_female', 'is_actor']",Acting
Gözde Seda Altuner,['is_actor'],Acting
Sara Malakul Lane,"['is_female', 'is_actor']",Acting
Lee Byung-hun,"['is_male', 'is_actor']",Acting
Sarah Chalke,"['is_female', 'is_actor']",Acting
Sally Field,"['is_female', 'is_actor']",Acting
Louis Koo,"['is_male', 'is_actor']",Acting
Tom Bateman,"['is_male', 'is_actor']",Acting
Isabela Merced,"['is_female', 'is_actor']",Acting
Vincent Regan,"['is_male', 'is_actor']",Acting
Burt Reynolds,"['is_male', 'is_actor']",Acting
Eva Longoria,"['is_female', 'is_actor']",Acting
Lilly Krug,"['is_female', 'is_actor']",Acting
Alfred Molina,"['is_male', 'is_actor']",Acting
Gabriel Byrne,"['is_male', 'is_actor']",Acting
Harrison Ford,"['is_male', 'is_actor']",Acting
Lili Reinhart,"['is_female', 'is_actor']",Acting
Ed Skrein,"['is_male', 'is_actor']",Acting
Alexis Bledel,"['is_female', 'is_actor']",Acting
Stephen Lang,"['is_male', 'is_actor']",Acting
Emma Stone,"['is_female', 'is_actor']",Acting
Julia Garner,"['is_female', 'is_actor']",Acting
Alyssa Milano,"['is_female', 'is_actor']",Acting
Matthew Lillard,"['is_male', 'is_actor']",Acting
Callan Mulvey,"['is_male', 'is_actor']",Acting
Lisa Roberts Gillan,"['is_female', 'is_actor']",Acting
Jessie T. Usher,"['is_male', 'is_actor']",Acting
Erika Eleniak,"['is_female', 'is_actor']",Acting
Alexa Demie,"['is_female', 'is_actor']",Acting
Britt Robertson,"['is_female', 'is_actor']",Acting
Brec Bassinger,"['is_female', 'is_actor']",Acting
Jeremy Davies,"['is_male', 'is_actor']",Acting
Hermione Corfield,"['is_female', 'is_actor']",Acting
Andy Serkis,"['is_male', 'is_actor']",Acting
Rory McCann,"['is_male', 'is_actor']",Acting
Isabella Sermon,"['is_female', 'is_actor']",Acting
Yvonne Strahovski,"['is_female', 'is_actor']",Acting
Daniella Pineda,"['is_female', 'is_actor']",Acting
Krista Allen,"['is_female', 'is_actor']",Acting
Zachary Levi,"['is_male', 'is_actor']",Acting
Taylor Russell,"['is_female', 'is_actor']",Acting
Lochlyn Munro,"['is_male', 'is_actor']",Acting
Bo Ra,"['is_female', 'is_actor']",Acting
Jenny Slate,"['is_female', 'is_actor']",Acting
Simon Helberg,"['is_male', 'is_actor']",Acting
Teresa Palmer,"['is_female', 'is_actor']",Acting
Guy Ritchie,"['is_male', 'is_director']",Directing
Kaley Cuoco,"['is_female', 'is_actor']",Acting
Terry Crews,"['is_male', 'is_actor']",Acting
Jared Harris,"['is_male', 'is_actor']",Acting
Carice van Houten,"['is_female', 'is_actor']",Acting
Claire Danes,"['is_female', 'is_actor']",Acting
Danielle Panabaker,"['is_female', 'is_actor']",Acting
Kasumi Arimura,"['is_female', 'is_actor']",Acting
Birce Akalay,"['is_female', 'is_actor']",Acting
Mike Myers,"['is_male', 'is_actor']",Acting
Steven Spielberg,"['is_male', 'is_director']",Directing
Steve Buscemi,"['is_male', 'is_actor']",Acting
Charlotte Riley,"['is_female', 'is_actor']",Acting
Imelda Staunton,"['is_female', 'is_actor']",Acting
Hiroyuki Sanada,"['is_male', 'is_actor']",Acting
Rose Byrne,"['is_female', 'is_actor']",Acting
Kim Se-jeong,"['is_female', 'is_actor']",Acting
Jennifer Morrison,"['is_female', 'is_actor']",Acting
Daniel Brühl,"['is_male', 'is_actor']",Acting
Ronda Rousey,"['is_female', 'is_actor']",Acting
Elizabeth Gillies,"['is_female', 'is_actor']",Acting
BD Wong,"['is_male', 'is_actor']",Acting
Katherine McNamara,"['is_female', 'is_actor']",Acting
Bae Suzy,"['is_female', 'is_actor']",Acting
Jennifer Beals,"['is_female', 'is_actor']",Acting
Jacob Batalon,"['is_male', 'is_actor']",Acting
Radha Mitchell,"['is_female', 'is_actor']",Acting
Frank Whaley,"['is_male', 'is_actor']",Acting
Shailene Woodley,"['is_female', 'is_actor']",Acting
Jon Hamm,"['is_male', 'is_actor']",Acting
Alain Delon,"['is_male', 'is_actor']",Acting
Stephen Chow,"['is_male', 'is_actor']",Acting
Jeri Ryan,"['is_female', 'is_actor']",Acting
Bryan Brown,"['is_male', 'is_actor']",Acting
Leslie Nielsen,"['is_male', 'is_actor']",Acting
Lorraine Bracco,"['is_female', 'is_actor']",Acting
DeWanda Wise,"['is_female', 'is_actor']",Acting
Shannon Elizabeth,"['is_female', 'is_actor']",Acting
Charles Lin,"['is_male', 'is_actor']",Acting
Melis Sezen,"['is_female', 'is_actor']",Acting
Gary Oldman,"['is_male', 'is_actor']",Acting
Cho Yeo-jeong,"['is_female', 'is_actor']",Acting
Virginia Madsen,"['is_female', 'is_actor']",Acting
Tse Miu,"['is_male', 'is_actor']",Acting
Steven Yeun,"['is_male', 'is_actor']",Acting
Asa Butterfield,"['is_male', 'is_actor']",Acting
Julianne Moore,"['is_female', 'is_actor']",Acting
Charlie Cox,"['is_male', 'is_actor']",Acting
Ólafur Darri Ólafsson,"['is_male', 'is_actor']",Acting
Ernie Hudson,"['is_male', 'is_actor']",Acting
Kaitlyn Dever,"['is_female', 'is_actor']",Acting
Lily Collins,"['is_female', 'is_actor']",Acting
Leo Wu,"['is_male', 'is_actor']",Acting
Walton Goggins,"['is_male', 'is_actor']",Acting
Jeffrey Wright,"['is_male', 'is_actor']",Acting
Tom Selleck,"['is_male', 'is_actor']",Acting
Jenna Fischer,"['is_female', 'is_actor']",Acting
Eliza Dushku,"['is_female', 'is_actor']",Acting
Ornella Muti,"['is_female', 'is_actor']",Acting
Wang Yibo,"['is_male', 'is_actor']",Acting
Ahn Hyo-Seop,"['is_male', 'is_actor']",Acting
Benjamin Wadsworth,"['is_male', 'is_actor']",Acting
Olivia Colman,"['is_female', 'is_actor']",Acting
Maggie Gyllenhaal,"['is_female', 'is_actor']",Acting
Emma Thompson,"['is_female', 'is_actor']",Acting
Kate Bosworth,"['is_female', 'is_actor']",Acting
Ben Kingsley,"['is_male', 'is_actor']",Acting
Paul Giamatti,"['is_male', 'is_actor']",Acting
Bill Hader,"['is_male', 'is_actor']",Acting
Scott Speedman,"['is_male', 'is_actor']",Acting
Maria Bello,"['is_female', 'is_actor']",Acting
Hayao Miyazaki,"['is_male', 'is_director']",Directing
Noomi Rapace,"['is_female', 'is_actor']",Acting
George Clooney,"['is_male', 'is_actor']",Acting
Norman Reedus,"['is_male', 'is_actor']",Acting
Aimee Garcia,"['is_female', 'is_actor']",Acting
Wyatt Russell,"['is_male', 'is_actor']",Acting
Jennifer Jason Leigh,"['is_female', 'is_actor']",Acting
Burak Çelik,"['is_male', 'is_actor']",Acting
Eva Mendes,"['is_female', 'is_actor']",Acting
Gugu Mbatha-Raw,"['is_female', 'is_actor']",Acting
Minnie Driver,"['is_female', 'is_actor']",Acting
Lili Simmons,"['is_female', 'is_actor']",Acting
Mark Hamill,"['is_male', 'is_actor']",Acting
Vica Kerekes,"['is_female', 'is_actor']",Acting
Audrey Tautou,"['is_female', 'is_actor']",Acting
Josh O'Connor,"['is_male', 'is_actor']",Acting
Michelle Trachtenberg,"['is_female', 'is_actor']",Acting
Devon Sawa,"['is_male', 'is_actor']",Acting
Donal Logue,"['is_male', 'is_actor']",Acting
Ma Dong-seok,"['is_male', 'is_actor']",Acting
Fiona Shaw,"['is_female', 'is_actor']",Acting
Ashley Judd,"['is_female', 'is_actor']",Acting
Odeya Rush,"['is_female', 'is_actor']",Acting
Judge Reinhold,"['is_male', 'is_actor']",Acting
Build Jakapan Puttha,"['is_male', 'is_actor']",Acting
Campbell Scott,"['is_male', 'is_actor']",Acting
Ezra Miller,['is_actor'],Acting
Elango Kumaravel,"['is_male', 'is_actor']",Acting
Jackie Sandler,"['is_female', 'is_actor']",Acting
Jeff Fahey,"['is_male', 'is_actor']",Acting
Kento Yamazaki,"['is_male', 'is_actor']",Acting
Tania Raymonde,"['is_female', 'is_actor']",Acting
Eric Justen,"['is_male', 'is_musician']",Sound
Jeon Bae-soo,"['is_male', 'is_actor']",Acting
Danny McBride,"['is_male', 'is_actor']",Acting
Kristanna Loken,"['is_female', 'is_actor']",Acting
Jocelyn Hudon,"['is_female', 'is_actor']",Acting
Zane Phillips,"['is_male', 'is_actor']",Acting
Ann-Margret,"['is_female', 'is_actor']",Acting
Rashida Jones,"['is_female', 'is_actor']",Acting
Shia LaBeouf,"['is_male', 'is_actor']",Acting
Rika,"['is_female', 'is_actor']",Acting
Tom Welling,"['is_male', 'is_actor']",Acting
Tyler Posey,"['is_male', 'is_actor']",Acting
Billy Connolly,"['is_male', 'is_actor']",Acting
Liv Tyler,"['is_female', 'is_actor']",Acting
Megan Fox,"['is_female', 'is_actor']",Acting
Joel Edgerton,"['is_male', 'is_actor']",Acting
Valeria Golino,"['is_female', 'is_actor']",Acting
Adam Demos,"['is_male', 'is_actor']",Acting
Christine Baranski,"['is_female', 'is_actor']",Acting
Maggie Q,"['is_female', 'is_actor']",Acting
Aidan Gallagher,"['is_male', 'is_actor']",Acting
Kaan Urgancıoğlu,"['is_male', 'is_actor']",Acting
Kim Hee-jeong,"['is_female', 'is_actor']",Acting
Dina Meyer,"['is_female', 'is_actor']",Acting
Rene Russo,"['is_female', 'is_actor']",Acting
Chicha Amatayakul,"['is_female', 'is_actor']",Acting
Domhnall Gleeson,"['is_male', 'is_actor']",Acting
Dean Norris,"['is_male', 'is_actor']",Acting
Tye Sheridan,"['is_male', 'is_actor']",Acting
Hero Fiennes Tiffin,"['is_male', 'is_actor']",Acting
Jodi Lyn O'Keefe,"['is_female', 'is_actor']",Acting
Jennifer Holland,"['is_female', 'is_actor']",Acting
Millie Brady,"['is_female', 'is_actor']",Acting
Li Bingbing,"['is_female', 'is_actor']",Acting
John Goodman,"['is_male', 'is_actor']",Acting
Viva Harsha,"['is_male', 'is_actor']",Acting
Megan Boone,"['is_female', 'is_actor']",Acting
Kim Go-eun,"['is_female', 'is_actor']",Acting
Alexander Ludwig,"['is_male', 'is_actor']",Acting
